student_id,student_type,subtype,timestep,marks,study_hours,attendance_pct,assignment_completion,sleep_hours,focus_score
STU0065,improving,slow_improver,2,68,4.5,73,0.66,6.8,7.6
STU0065,improving,slow_improver,3,66,4.6,75,0.68,6.9,7.8
STU0065,improving,slow_improver,4,70,4.7,75,0.73,7.2,7.6
STU0065,improving,slow_improver,5,74,4.9,73,0.73,6.9,8.0
STU0065,improving,slow_improver,6,77,5.4,76,0.78,7.3,8.0
STU0066,improving,fast_improver,1,54,4.6,83,0.9,7.0,5.8
STU0066,improving,fast_improver,2,61,4.6,87,0.91,6.9,6.3
STU0066,improving,fast_improver,3,64,5.4,87,0.97,7.2,6.5
STU0066,improving,fast_improver,4,79,5.9,91,0.97,7.5,6.6
STU0066,improving,fast_improver,5,78,6.0,90,1.0,7.6,6.7
STU0066,improving,fast_improver,6,76,6.4,100,1.0,7.6,7.0
STU0067,stable,low_stable,1,42,2.9,63,0.39,6.9,4.8
STU0067,stable,low_stable,2,40,2.2,74,0.31,7.2,5.2
STU0067,stable,low_stable,3,36,2.4,64,0.38,6.7,5.2
STU0067,stable,low_stable,4,34,2.4,64,0.36,7.1,4.7
STU0067,stable,low_stable,5,44,2.0,66,0.38,7.3,5.5
STU0067,stable,low_stable,6,35,2.3,69,0.33,6.4,5.0
STU0068,declining,slow_decliner,1,79,4.8,73,0.68,5.3,5.4
STU0068,declining,slow_decliner,2,72,4.6,72,0.6,5.1,5.2
STU0068,declining,slow_decliner,3,74,4.6,71,0.55,5.0,4.9
STU0068,declining,slow_decliner,4,77,4.0,71,0.48,5.1,4.7
STU0068,declining,slow_decliner,5,62,3.9,63,0.42,4.7,4.4
STU0068,declining,slow_decliner,6,64,4.0,66,0.38,4.7,3.6
STU0069,stable,low_stable,1,34,3.2,51,0.4,7.1,4.6
STU0069,stable,low_stable,2,35,3.5,60,0.45,6.4,5.0
STU0069,stable,low_stable,3,26,3.5,56,0.32,6.5,4.1
STU0069,stable,low_stable,4,36,3.4,57,0.42,6.9,4.5
STU0069,stable,low_stable,5,35,3.4,57,0.38,7.0,3.8
STU0069,stable,low_stable,6,35,3.3,56,0.36,7.0,4.2
STU0070,erratic,high_erratic,1,48,2.8,79,0.6,5.9,5.7
STU0070,erratic,high_erratic,2,70,3.5,89,0.65,8.0,4.5
STU0070,erratic,high_erratic,3,66,6.4,76,0.44,6.6,5.9
STU0070,erratic,high_erratic,4,69,6.1,49,0.45,6.2,7.3
STU0070,erratic,high_erratic,5,38,6.5,86,1.0,7.2,9.3
STU0070,erratic,high_erratic,6,73,3.4,90,0.7,5.9,9.0
STU0071,improving,slow_improver,1,56,3.0,83,0.68,7.2,6.2
STU0071,improving,slow_improver,2,64,2.8,85,0.73,7.5,6.4
STU0071,improving,slow_improver,3,66,3.3,85,0.74,7.6,6.3
STU0071,improving,slow_improver,4,62,3.6,88,0.81,7.7,6.8
STU0071,improving,slow_improver,5,77,3.7,94,0.81,7.7,6.9
STU0071,improving,slow_improver,6,67,3.9,96,0.86,8.0,7.2
STU0072,erratic,high_erratic,1,93,7.3,72,1.0,8.9,10.0
STU0072,erratic,high_erratic,2,78,4.9,67,1.0,6.9,6.3
STU0072,erratic,high_erratic,3,87,5.9,78,0.55,8.0,10.0
STU0072,erratic,high_erratic,4,96,6.1,58,0.49,8.0,9.6
STU0072,erratic,high_erratic,5,100,3.6,87,1.0,5.7,8.8
STU0072,erratic,high_erratic,6,100,4.5,53,0.87,7.4,9.0
STU0073,declining,burnout,1,92,6.1,95,0.85,6.3,8.8
STU0073,declining,burnout,2,90,6.0,94,0.81,5.9,8.9
STU0073,declining,burnout,3,97,6.1,99,0.75,5.9,8.6
STU0073,declining,burnout,4,57,3.9,76,0.69,5.5,8.0
STU0073,declining,burnout,5,57,2.8,73,0.61,5.6,8.0
STU0073,declining,burnout,6,49,2.4,72,0.57,5.3,7.6
STU0074,stable,low_stable,1,41,1.6,55,0.59,4.4,5.6
STU0074,stable,low_stable,2,32,1.7,53,0.58,4.7,6.5
STU0074,stable,low_stable,3,30,1.2,54,0.66,5.0,6.1
STU0074,stable,low_stable,4,40,1.4,61,0.66,4.5,6.3
STU0074,stable,low_stable,5,35,1.6,51,0.65,5.0,5.4
STU0074,stable,low_stable,6,38,1.6,50,0.63,5.2,6.1
STU0075,erratic,low_erratic,1,23,0.5,79,0.56,7.4,7.2
STU0075,erratic,low_erratic,2,38,4.2,77,0.52,6.9,4.2
STU0075,erratic,low_erratic,3,39,2.1,75,0.27,5.7,8.1
STU0075,erratic,low_erratic,4,55,3.4,85,0.59,4.7,7.4
STU0075,erratic,low_erratic,5,43,2.0,63,0.37,7.6,6.7
STU0075,erratic,low_erratic,6,23,2.5,70,0.72,6.8,8.7
STU0076,erratic,low_erratic,1,65,2.0,48,0.8,5.1,5.3
STU0076,erratic,low_erratic,2,59,0.5,48,0.32,7.9,5.8
STU0076,erratic,low_erratic,3,74,2.9,60,0.57,6.4,4.9
STU0076,erratic,low_erratic,4,58,0.5,51,0.65,7.2,6.2
STU0076,erratic,low_erratic,5,40,2.3,48,0.53,6.6,4.2
STU0076,erratic,low_erratic,6,57,1.8,62,0.82,6.3,4.9
STU0077,declining,burnout,1,68,6.3,97,0.86,5.8,9.2
STU0077,declining,burnout,2,67,6.0,100,0.78,5.8,8.5
STU0077,declining,burnout,3,72,6.4,95,0.71,5.8,8.6
STU0077,declining,burnout,4,47,3.8,82,0.65,5.3,8.3
STU0077,declining,burnout,5,25,3.4,83,0.6,5.3,7.7
STU0077,declining,burnout,6,37,2.2,69,0.54,5.0,7.3
STU0078,stable,low_stable,1,36,1.3,67,0.4,4.6,4.6
STU0078,stable,low_stable,2,43,1.0,69,0.32,4.8,4.9
STU0078,stable,low_stable,3,42,1.5,69,0.34,4.8,4.8
STU0078,stable,low_stable,4,36,1.7,70,0.36,5.3,4.5
STU0078,stable,low_stable,5,32,0.8,72,0.31,4.7,5.0
STU0078,stable,low_stable,6,39,0.8,74,0.42,4.5,3.9
STU0079,declining,slow_decliner,1,70,4.1,85,0.77,7.5,5.6
STU0079,declining,slow_decliner,2,71,4.1,79,0.71,7.2,5.3
STU0079,declining,slow_decliner,3,67,3.9,79,0.66,7.1,4.9
STU0079,declining,slow_decliner,4,66,3.8,79,0.6,6.9,4.7
STU0079,declining,slow_decliner,5,61,3.0,75,0.52,6.7,4.5
STU0079,declining,slow_decliner,6,56,3.4,71,0.45,6.6,4.0
STU0080,improving,late_bloomer,1,61,3.3,66,0.64,6.4,5.3
STU0080,improving,late_bloomer,2,65,3.5,69,0.68,6.7,5.0
STU0080,improving,late_bloomer,3,58,3.1,70,0.71,6.5,5.3
STU0080,improving,late_bloomer,4,83,5.2,82,0.73,6.6,5.5
STU0080,improving,late_bloomer,5,100,5.4,83,0.77,6.8,5.7
STU0080,improving,late_bloomer,6,91,6.0,95,0.77,6.9,5.8
STU0081,improving,fast_improver,1,38,4.5,83,0.81,7.3,6.3
STU0081,improving,fast_improver,2,51,5.0,83,0.83,7.5,6.1
STU0081,improving,fast_improver,3,53,5.5,87,0.86,7.5,6.2
STU0081,improving,fast_improver,4,66,5.8,93,0.89,7.6,6.9
STU0081,improving,fast_improver,5,75,6.3,88,0.9,7.9,7.1
STU0081,improving,fast_improver,6,83,6.9,93,0.95,7.8,6.8
STU0082,improving,late_bloomer,1,51,1.9,74,0.72,5.8,5.9
STU0082,improving,late_bloomer,2,53,1.8,73,0.73,5.9,5.7
STU0082,improving,late_bloomer,3,56,2.0,77,0.74,6.2,6.3
STU0082,improving,late_bloomer,4,74,3.8,92,0.78,6.4,6.6
STU0082,improving,late_bloomer,5,88,4.4,94,0.81,6.4,6.5
STU0082,improving,late_bloomer,6,87,5.2,100,0.86,6.6,6.9
STU0083,erratic,high_erratic,1,87,5.9,91,0.73,5.3,10.0
STU0083,erratic,high_erratic,2,52,6.8,57,0.57,7.2,5.6
STU0083,erratic,high_erratic,3,68,3.9,53,0.67,7.8,10.0
STU0083,erratic,high_erratic,4,77,5.9,81,0.44,8.8,5.4
STU0083,erratic,high_erratic,5,63,6.0,76,0.25,8.3,10.0
STU0083,erratic,high_erratic,6,85,4.2,50,0.79,6.8,9.3
STU0084,declining,burnout,1,74,7.1,92,0.85,4.5,7.5
STU0084,declining,burnout,2,77,6.8,94,0.81,4.3,7.4
STU0084,declining,burnout,3,74,7.1,94,0.75,4.2,6.7
STU0084,declining,burnout,4,49,4.3,79,0.66,4.0,6.5
STU0084,declining,burnout,5,45,3.8,68,0.61,4.0,6.4
STU0084,declining,burnout,6,20,3.0,58,0.56,4.0,5.8
STU0085,stable,mid_stable,1,72,4.5,70,0.8,5.9,5.6
STU0085,stable,mid_stable,2,73,4.7,75,0.71,6.5,5.9
STU0085,stable,mid_stable,3,72,4.2,79,0.74,6.5,6.1
STU0085,stable,mid_stable,4,70,4.5,73,0.73,5.8,5.6
STU0085,stable,mid_stable,5,70,4.2,73,0.82,6.0,6.2
STU0085,stable,mid_stable,6,68,4.9,80,0.83,6.1,5.3
STU0086,erratic,high_erratic,1,70,4.1,85,0.57,7.2,9.1
STU0086,erratic,high_erratic,2,56,4.2,80,0.7,8.6,8.6
STU0086,erratic,high_erratic,3,78,5.9,64,0.69,6.7,8.7
STU0086,erratic,high_erratic,4,73,5.0,53,0.84,7.9,6.2
STU0086,erratic,high_erratic,5,76,4.7,69,0.5,7.4,7.2
STU0086,erratic,high_erratic,6,92,3.3,64,0.72,7.1,9.8
STU0087,stable,mid_stable,1,68,4.3,72,0.74,7.2,8.0
STU0087,stable,mid_stable,2,64,4.3,73,0.71,6.4,7.8
STU0087,stable,mid_stable,3,60,5.1,81,0.71,7.1,8.2
STU0087,stable,mid_stable,4,62,4.4,80,0.65,6.5,7.5
STU0087,stable,mid_stable,5,61,4.9,78,0.76,6.5,8.2
STU0087,stable,mid_stable,6,62,4.5,79,0.72,7.2,7.7
STU0088,improving,fast_improver,1,37,4.0,91,0.7,7.5,8.1
STU0088,improving,fast_improver,2,44,4.5,92,0.74,7.6,8.4
STU0088,improving,fast_improver,3,53,5.0,95,0.74,7.5,8.2
STU0088,improving,fast_improver,4,55,5.5,100,0.78,7.7,8.7
STU0088,improving,fast_improver,5,63,5.9,100,0.82,7.7,8.4
STU0088,improving,fast_improver,6,62,6.6,100,0.84,7.9,8.7
STU0089,erratic,low_erratic,1,45,1.8,56,0.57,8.0,1.7
STU0089,erratic,low_erratic,2,44,2.4,79,0.55,4.7,4.8
STU0089,erratic,low_erratic,3,30,0.5,73,0.71,5.5,2.7
STU0089,erratic,low_erratic,4,63,3.4,86,0.42,8.4,4.0
STU0089,erratic,low_erratic,5,40,1.7,80,0.55,6.9,3.2
STU0089,erratic,low_erratic,6,62,1.9,85,0.33,5.6,3.0
STU0090,improving,slow_improver,1,58,2.8,76,0.62,6.3,5.2
STU0090,improving,slow_improver,2,65,3.0,79,0.64,6.5,5.2
STU0090,improving,slow_improver,3,64,3.2,81,0.66,6.6,5.3
STU0090,improving,slow_improver,4,70,3.1,80,0.7,6.7,5.7
STU0090,improving,slow_improver,5,73,3.7,86,0.73,6.8,5.6
STU0090,improving,slow_improver,6,76,3.8,84,0.75,6.8,5.8
STU0091,improving,slow_improver,1,51,1.8,80,0.55,7.9,5.7
STU0091,improving,slow_improver,2,51,2.3,82,0.58,8.1,6.3
STU0091,improving,slow_improver,3,54,2.4,88,0.62,8.0,6.4
STU0091,improving,slow_improver,4,58,3.0,84,0.65,8.4,6.2
STU0091,improving,slow_improver,5,53,3.0,84,0.68,8.5,6.6
STU0091,improving,slow_improver,6,62,3.2,90,0.72,8.4,6.6
STU0092,declining,fast_decliner,1,87,4.4,84,0.96,8.5,7.0
STU0092,declining,fast_decliner,2,77,4.0,85,0.92,8.3,7.1
STU0092,declining,fast_decliner,3,75,3.3,82,0.84,8.4,6.8
STU0092,declining,fast_decliner,4,72,3.1,82,0.8,7.9,6.1
STU0092,declining,fast_decliner,5,56,2.8,69,0.71,7.8,6.1
STU0092,declining,fast_decliner,6,55,2.3,78,0.66,7.8,5.5
STU0093,declining,slow_decliner,1,73,3.2,88,0.75,7.7,7.1
STU0093,declining,slow_decliner,2,66,3.4,87,0.69,7.6,6.6
STU0093,declining,slow_decliner,3,71,3.2,81,0.62,7.3,6.5
STU0093,declining,slow_decliner,4,63,2.9,80,0.54,7.2,5.9
STU0093,declining,slow_decliner,5,67,2.3,82,0.5,6.8,5.9
STU0093,declining,slow_decliner,6,52,2.4,75,0.43,6.7,5.7
STU0094,declining,slow_decliner,1,52,4.7,72,0.81,7.9,7.6
STU0094,declining,slow_decliner,2,49,4.7,68,0.72,7.5,7.6
STU0094,declining,slow_decliner,3,51,4.4,64,0.67,7.5,7.3
STU0094,declining,slow_decliner,4,51,4.2,60,0.63,7.3,7.1
STU0094,declining,slow_decliner,5,37,4.2,69,0.56,7.0,6.5
STU0094,declining,slow_decliner,6,34,3.8,61,0.51,6.9,6.5
STU0095,declining,burnout,1,80,6.8,99,0.89,5.1,8.3
STU0095,declining,burnout,2,79,7.0,97,0.83,5.3,7.9
STU0095,declining,burnout,3,81,6.8,100,0.81,4.9,7.8
STU0095,declining,burnout,4,47,4.1,83,0.72,4.7,7.7
STU0095,declining,burnout,5,51,3.8,76,0.67,4.6,7.0
STU0095,declining,burnout,6,53,2.8,69,0.62,4.5,6.9
STU0096,improving,slow_improver,1,63,3.8,67,0.73,7.0,5.4
STU0096,improving,slow_improver,2,68,4.0,68,0.74,7.0,5.3
STU0096,improving,slow_improver,3,69,4.1,69,0.77,7.2,5.5
STU0096,improving,slow_improver,4,74,4.2,70,0.81,7.1,5.8
STU0096,improving,slow_improver,5,67,4.2,76,0.85,7.4,6.2
STU0096,improving,slow_improver,6,84,4.5,73,0.87,7.4,6.3
STU0097,improving,slow_improver,1,51,2.1,78,0.62,7.9,5.5
STU0097,improving,slow_improver,2,55,2.6,81,0.66,7.9,5.8
STU0097,improving,slow_improver,3,58,2.5,78,0.67,7.8,6.0
STU0097,improving,slow_improver,4,55,2.7,82,0.71,8.1,5.8
STU0097,improving,slow_improver,5,61,3.0,82,0.75,8.2,6.4
STU0097,improving,slow_improver,6,58,3.4,90,0.76,8.2,6.2
STU0098,erratic,low_erratic,1,36,4.2,58,0.15,6.9,2.9
STU0098,erratic,low_erratic,2,37,2.4,63,0.58,5.1,4.2
STU0098,erratic,low_erratic,3,20,0.8,89,0.63,5.5,4.9
STU0098,erratic,low_erratic,4,20,1.1,90,0.16,5.2,5.1
STU0098,erratic,low_erratic,5,20,1.6,79,0.2,4.3,6.6
STU0098,erratic,low_erratic,6,45,1.3,60,0.39,6.9,5.9
STU0099,stable,high_stable,1,86,7.0,91,0.89,8.8,8.7
STU0099,stable,high_stable,2,88,6.7,85,0.82,8.5,8.7
STU0099,stable,high_stable,3,92,6.8,86,0.85,8.8,8.8
STU0099,stable,high_stable,4,88,7.1,87,0.86,9.0,9.0
STU0099,stable,high_stable,5,91,7.2,85,0.85,8.8,8.3
STU0099,stable,high_stable,6,86,6.8,84,0.79,9.0,8.3
STU0100,declining,slow_decliner,1,82,3.1,77,0.88,6.4,7.7
STU0100,declining,slow_decliner,2,77,3.2,77,0.82,6.2,7.2
STU0100,declining,slow_decliner,3,72,3.1,77,0.78,5.9,7.2
STU0100,declining,slow_decliner,4,65,2.5,71,0.69,5.9,6.4
STU0100,declining,slow_decliner,5,65,2.6,69,0.66,5.4,6.7
STU0100,declining,slow_decliner,6,59,2.4,64,0.61,5.4,6.3
STU0101,declining,burnout,1,90,7.5,88,0.9,6.3,8.4
STU0101,declining,burnout,2,94,7.4,87,0.81,6.2,8.3
STU0101,declining,burnout,3,89,7.3,92,0.78,6.1,8.0
STU0101,declining,burnout,4,63,5.2,67,0.69,5.9,7.7
STU0101,declining,burnout,5,53,4.2,71,0.62,5.7,7.4
STU0101,declining,burnout,6,55,3.4,54,0.59,5.3,6.7
STU0102,stable,mid_stable,1,76,3.8,85,0.79,6.8,7.5
STU0102,stable,mid_stable,2,72,3.5,89,0.83,7.0,7.5
STU0102,stable,mid_stable,3,67,3.3,83,0.81,7.8,7.6
STU0102,stable,mid_stable,4,69,3.0,81,0.84,6.8,8.2
STU0102,stable,mid_stable,5,67,3.4,86,0.79,6.8,8.4
STU0102,stable,mid_stable,6,70,3.1,89,0.78,7.2,7.4
STU0103,declining,burnout,1,68,5.5,97,0.84,5.9,9.2
STU0103,declining,burnout,2,66,5.3,98,0.82,5.5,8.7
STU0103,declining,burnout,3,72,5.5,95,0.72,5.4,8.4
STU0103,declining,burnout,4,46,3.3,87,0.66,5.2,8.0
STU0103,declining,burnout,5,21,2.5,75,0.61,5.0,7.6
STU0103,declining,burnout,6,20,1.8,79,0.58,5.1,7.5
STU0104,stable,low_stable,1,43,1.5,73,0.67,5.4,2.9
STU0104,stable,low_stable,2,43,1.2,66,0.72,4.8,2.7
STU0104,stable,low_stable,3,44,1.9,73,0.7,5.8,4.1
STU0104,stable,low_stable,4,40,1.0,67,0.66,5.6,2.7
STU0104,stable,low_stable,5,37,1.7,66,0.69,5.2,3.4
STU0104,stable,low_stable,6,39,1.8,63,0.68,5.2,3.7
STU0105,improving,late_bloomer,1,42,3.0,65,0.59,6.0,6.0
STU0105,improving,late_bloomer,2,44,3.4,64,0.62,5.8,6.3
STU0105,improving,late_bloomer,3,43,3.0,70,0.65,6.1,6.6
STU0105,improving,late_bloomer,4,59,4.9,73,0.66,6.1,6.6
STU0105,improving,late_bloomer,5,65,5.5,88,0.68,6.3,6.7
STU0105,improving,late_bloomer,6,72,6.1,89,0.73,6.2,7.0
STU0106,stable,mid_stable,1,54,3.7,68,0.67,7.9,6.9
STU0106,stable,mid_stable,2,58,4.2,76,0.6,7.3,7.6
STU0106,stable,mid_stable,3,54,4.1,76,0.65,7.1,7.6
STU0106,stable,mid_stable,4,60,3.7,76,0.58,7.3,6.8
STU0106,stable,mid_stable,5,62,4.2,73,0.63,7.0,7.3
STU0106,stable,mid_stable,6,63,4.0,68,0.64,7.3,7.8
STU0107,declining,fast_decliner,1,69,4.0,81,0.88,8.3,8.3
STU0107,declining,fast_decliner,2,64,3.5,78,0.82,8.2,8.2
STU0107,declining,fast_decliner,3,60,3.3,79,0.74,7.8,7.6
STU0107,declining,fast_decliner,4,59,2.5,78,0.68,7.8,7.8
STU0107,declining,fast_decliner,5,42,2.2,66,0.63,7.6,7.3
STU0107,declining,fast_decliner,6,33,2.0,69,0.54,7.3,7.1
STU0108,stable,mid_stable,1,67,3.0,80,0.62,8.1,5.6
STU0108,stable,mid_stable,2,69,2.6,77,0.59,7.7,6.2
STU0108,stable,mid_stable,3,66,3.4,79,0.65,7.7,5.7
STU0108,stable,mid_stable,4,63,2.9,80,0.58,7.5,5.8
STU0108,stable,mid_stable,5,71,3.0,79,0.6,7.4,5.8
STU0108,stable,mid_stable,6,63,2.9,79,0.63,8.2,5.9
STU0109,declining,fast_decliner,1,79,5.7,81,0.89,6.0,9.3
STU0109,declining,fast_decliner,2,73,5.2,77,0.85,6.0,9.0
STU0109,declining,fast_decliner,3,72,4.9,78,0.8,5.9,8.4
STU0109,declining,fast_decliner,4,67,4.3,72,0.72,5.6,8.2
STU0109,declining,fast_decliner,5,59,4.0,64,0.68,5.7,8.2
STU0109,declining,fast_decliner,6,53,3.1,72,0.6,5.2,7.7
STU0110,stable,mid_stable,1,68,5.3,66,0.77,7.7,6.3
STU0110,stable,mid_stable,2,70,4.8,69,0.79,7.8,6.1
STU0110,stable,mid_stable,3,67,5.0,68,0.83,7.3,6.7
STU0110,stable,mid_stable,4,74,4.5,63,0.72,7.1,6.4
STU0110,stable,mid_stable,5,71,5.1,65,0.72,7.7,6.0
STU0110,stable,mid_stable,6,71,5.3,72,0.84,7.7,6.0
STU0111,improving,fast_improver,1,55,5.6,84,0.73,6.7,7.8
STU0111,improving,fast_improver,2,57,5.9,84,0.75,6.6,8.1
STU0111,improving,fast_improver,3,64,6.4,90,0.8,6.5,8.4
STU0111,improving,fast_improver,4,64,6.9,86,0.84,6.8,8.4
STU0111,improving,fast_improver,5,83,7.3,88,0.86,6.9,8.6
STU0111,improving,fast_improver,6,81,8.0,97,0.88,6.8,9.1
STU0112,stable,low_stable,1,42,2.0,66,0.47,6.2,4.4
STU0112,stable,low_stable,2,34,2.1,63,0.48,5.8,4.2
STU0112,stable,low_stable,3,37,2.2,66,0.36,5.6,4.2
STU0112,stable,low_stable,4,42,2.8,72,0.42,6.5,4.4
STU0112,stable,low_stable,5,44,2.2,64,0.47,6.5,4.5
STU0112,stable,low_stable,6,34,3.1,71,0.49,5.7,4.7
STU0113,improving,fast_improver,1,61,4.0,82,0.81,6.4,7.7
STU0113,improving,fast_improver,2,69,4.8,87,0.86,6.6,7.9
STU0113,improving,fast_improver,3,72,5.0,92,0.91,6.6,8.2
STU0113,improving,fast_improver,4,80,5.2,98,0.93,6.9,8.3
STU0113,improving,fast_improver,5,82,5.8,94,0.94,6.8,8.5
STU0113,improving,fast_improver,6,86,6.4,100,0.98,7.0,9.0
STU0114,improving,fast_improver,1,52,2.9,70,0.85,5.8,6.4
STU0114,improving,fast_improver,2,58,3.7,73,0.91,6.2,6.6
STU0114,improving,fast_improver,3,63,4.0,75,0.93,6.4,6.7
STU0114,improving,fast_improver,4,69,4.2,76,0.95,6.5,7.0
STU0114,improving,fast_improver,5,78,5.0,82,0.97,6.5,7.0
STU0114,improving,fast_improver,6,72,5.1,83,1.0,6.6,7.1
STU0115,stable,high_stable,1,85,6.9,88,0.88,7.0,8.6
STU0115,stable,high_stable,2,87,6.6,83,0.86,7.1,8.5
STU0115,stable,high_stable,3,83,7.2,84,0.94,6.5,7.8
STU0115,stable,high_stable,4,89,6.7,87,0.98,7.0,8.2
STU0115,stable,high_stable,5,90,6.9,88,0.97,7.1,8.5
STU0115,stable,high_stable,6,91,6.7,88,0.98,7.2,8.2
STU0116,erratic,low_erratic,1,45,3.2,60,0.03,6.8,6.7
STU0116,erratic,low_erratic,2,34,1.4,41,0.65,7.7,3.9
STU0116,erratic,low_erratic,3,46,5.0,61,0.31,8.7,4.7
STU0116,erratic,low_erratic,4,34,1.2,51,0.0,9.2,3.5
STU0116,erratic,low_erratic,5,46,0.8,73,0.42,7.0,7.9
STU0116,erratic,low_erratic,6,50,5.3,40,0.0,5.0,6.8
STU0117,erratic,high_erratic,1,84,1.6,100,0.59,4.9,10.0
STU0117,erratic,high_erratic,2,81,4.2,98,1.0,7.3,7.3
STU0117,erratic,high_erratic,3,91,1.6,79,0.87,8.6,10.0
STU0117,erratic,high_erratic,4,56,3.2,78,1.0,4.9,10.0
STU0117,erratic,high_erratic,5,57,3.4,100,0.58,8.1,8.4
STU0117,erratic,high_erratic,6,93,2.9,75,1.0,7.1,6.6
STU0118,declining,slow_decliner,1,81,2.5,69,0.7,6.0,5.2
STU0118,declining,slow_decliner,2,79,2.3,66,0.62,5.6,4.9
STU0118,declining,slow_decliner,3,77,2.3,68,0.58,5.6,5.1
STU0118,declining,slow_decliner,4,71,2.1,69,0.52,5.2,4.4
STU0118,declining,slow_decliner,5,73,1.9,60,0.48,5.1,4.5
STU0118,declining,slow_decliner,6,61,1.6,59,0.38,4.9,3.8
STU0119,improving,fast_improver,1,57,5.8,85,0.71,8.1,8.0
STU0119,improving,fast_improver,2,66,6.7,86,0.74,7.9,8.2
STU0119,improving,fast_improver,3,74,7.1,95,0.74,8.2,8.7
STU0119,improving,fast_improver,4,77,7.1,94,0.77,8.4,8.7
STU0119,improving,fast_improver,5,90,7.8,100,0.81,8.1,8.6
STU0119,improving,fast_improver,6,84,8.5,100,0.87,8.2,9.1
STU0120,declining,slow_decliner,1,67,3.2,83,0.73,6.3,5.5
STU0120,declining,slow_decliner,2,62,2.9,84,0.68,6.4,5.0
STU0120,declining,slow_decliner,3,60,2.7,80,0.64,6.2,4.9
STU0120,declining,slow_decliner,4,62,2.5,82,0.57,5.8,4.6
STU0120,declining,slow_decliner,5,49,2.2,75,0.49,5.8,4.1
STU0120,declining,slow_decliner,6,55,1.9,67,0.42,5.6,4.2
STU0121,improving,slow_improver,1,55,3.3,78,0.76,7.2,5.1
STU0121,improving,slow_improver,2,59,3.6,80,0.76,7.4,5.3
STU0121,improving,slow_improver,3,66,3.7,81,0.82,7.4,5.9
STU0121,improving,slow_improver,4,69,4.0,84,0.84,7.6,5.9
STU0121,improving,slow_improver,5,73,4.0,90,0.87,7.7,6.3
STU0121,improving,slow_improver,6,65,4.6,92,0.92,7.8,6.5
STU0122,declining,slow_decliner,1,69,3.6,83,0.63,6.3,7.1
STU0122,declining,slow_decliner,2,66,3.2,80,0.56,6.3,6.9
STU0122,declining,slow_decliner,3,63,3.0,76,0.47,6.0,6.7
STU0122,declining,slow_decliner,4,66,2.8,80,0.45,5.8,6.3
STU0122,declining,slow_decliner,5,63,2.4,81,0.39,5.6,6.4
STU0122,declining,slow_decliner,6,61,2.2,78,0.31,5.6,5.8
STU0123,erratic,high_erratic,1,75,5.4,65,0.59,4.0,8.6
STU0123,erratic,high_erratic,2,61,5.9,97,0.84,5.1,5.5
STU0123,erratic,high_erratic,3,88,5.6,95,0.81,6.4,8.5
STU0123,erratic,high_erratic,4,75,4.0,100,0.48,6.8,4.4
STU0123,erratic,high_erratic,5,63,2.8,87,1.0,6.7,3.7
STU0123,erratic,high_erratic,6,69,3.1,74,0.82,4.0,6.6
STU0124,declining,slow_decliner,1,59,4.6,88,0.86,7.4,5.6
STU0124,declining,slow_decliner,2,58,4.7,83,0.8,7.3,5.1
STU0124,declining,slow_decliner,3,51,4.1,86,0.76,7.3,5.3
STU0124,declining,slow_decliner,4,56,4.0,86,0.68,7.0,4.7
STU0124,declining,slow_decliner,5,50,3.6,77,0.64,6.9,4.3
STU0124,declining,slow_decliner,6,55,3.8,71,0.58,6.4,3.8
STU0125,declining,burnout,1,75,6.0,84,0.88,5.8,7.8
STU0125,declining,burnout,2,75,6.1,85,0.81,5.3,7.3
STU0125,declining,burnout,3,75,6.3,84,0.75,5.1,6.8
STU0125,declining,burnout,4,56,3.9,60,0.7,5.1,6.9
STU0125,declining,burnout,5,28,2.9,55,0.64,4.9,6.5
STU0125,declining,burnout,6,25,2.1,63,0.59,4.8,5.9
STU0126,erratic,low_erratic,1,50,2.3,55,0.46,6.7,3.4
STU0126,erratic,low_erratic,2,45,0.5,66,0.9,4.3,5.1
STU0126,erratic,low_erratic,3,43,0.5,47,0.43,4.3,5.5
STU0126,erratic,low_erratic,4,44,0.5,65,0.61,5.2,5.8
STU0126,erratic,low_erratic,5,29,0.5,64,0.67,7.3,5.3
STU0126,erratic,low_erratic,6,37,1.4,83,0.63,4.1,5.8
STU0127,declining,burnout,1,73,6.3,97,0.79,4.8,8.4
STU0127,declining,burnout,2,71,5.9,97,0.74,4.9,8.0
STU0127,declining,burnout,3,78,5.7,96,0.69,4.8,8.0
STU0127,declining,burnout,4,51,3.8,80,0.6,4.5,7.8
STU0127,declining,burnout,5,50,2.8,79,0.56,4.4,7.1
STU0127,declining,burnout,6,39,1.9,72,0.51,4.1,7.1
STU0128,declining,burnout,1,87,7.0,83,0.87,6.3,7.6
STU0128,declining,burnout,2,88,6.9,82,0.81,6.3,6.8
STU0128,declining,burnout,3,85,6.7,81,0.76,6.0,6.5
STU0128,declining,burnout,4,72,4.7,61,0.68,5.9,6.4
STU0128,declining,burnout,5,60,4.1,53,0.62,5.6,6.3
STU0128,declining,burnout,6,28,2.9,62,0.57,5.3,5.6
STU0129,improving,late_bloomer,1,49,3.1,73,0.6,7.1,6.4
STU0129,improving,late_bloomer,2,52,3.5,68,0.64,7.4,6.7
STU0129,improving,late_bloomer,3,54,3.6,72,0.66,7.1,6.9
STU0129,improving,late_bloomer,4,70,5.2,84,0.66,7.6,6.7
